CpG	TCGA-67-6217-01A-11D-1756-05	TCGA-50-5942-01A-21D-1756-05	TCGA-67-6215-01A-11D-1756-05	TCGA-38-6178-01A-11D-1756-05	TCGA-73-4676-01A-01D-1756-05	TCGA-49-4488-01A-01D-1756-05	TCGA-75-6207-01A-11D-1756-05	TCGA-50-5933-01A-11D-1756-05	TCGA-73-4658-01A-01D-1756-05	TCGA-50-5941-01A-11D-1756-05	TCGA-50-5931-01A-11D-1756-05	TCGA-75-5122-01A-01D-1756-05	TCGA-67-6216-01A-11D-1756-05	TCGA-75-6212-01A-11D-1756-05	TCGA-75-7031-01A-11D-1947-05	TCGA-55-6981-01A-11D-1947-05	TCGA-91-6828-01A-11D-1856-05	TCGA-50-6595-01A-12D-1856-05	TCGA-44-6779-01A-11D-1856-05	TCGA-49-4487-01A-21D-1856-05	TCGA-55-6712-01A-11D-1856-05	TCGA-50-5936-01A-11D-1626-05	TCGA-44-6146-01A-11D-1756-05	TCGA-55-6983-01A-11D-1947-05	TCGA-05-5715-01A-01D-1626-05	TCGA-49-6744-01A-11D-1856-05	TCGA-64-5774-01A-01D-1626-05	TCGA-05-4390-01A-02D-1756-05	TCGA-05-4425-01A-01D-1756-05	TCGA-38-4632-01A-01D-1756-05	TCGA-38-4631-01A-01D-1756-05	TCGA-05-4433-01A-22D-1856-05	TCGA-50-5044-01A-21D-1856-05	TCGA-05-4410-01A-21D-1856-05	TCGA-05-4415-01A-22D-1856-05	TCGA-50-5944-01A-11D-1756-05	TCGA-75-5126-01A-01D-1756-05	TCGA-80-5608-01A-31D-1947-05	TCGA-71-6725-01A-11D-1856-05	TCGA-55-6543-01A-11D-1756-05
cg09248054	0.664788018128194	0.715605561349687	0.721158257929185	0.625844085657538	0.657363657405157	0.681040419823323	0.69354920674521	0.44623586321981	0.4781123462582	0.508636059904893	0.0364045936509323	0.382094379945326	0.57766204512644	0.613897131288983	0.787210083816904	0.574547044142619	0.590990048446665	0.385818321518619	0.672166626543354	0.429660731124159	0.650513475051636	0.603067234728168	0.381710891941466	0.567871133365022	0.757683246349708	0.530421334297219	0.814526247523718	0.753562371338913	0.605669014439124	0.60200663104505	0.0412726185885653	0.636164868623636	0.548491034222292	0.617068148763902	0.779875157144674	0.775893206373112	0.444087564188853	0.637930658827139	0.746477067057453	0.679650990353448
cg11405655	0.207145103400511	0.306738898360092	0.163839014352521	0.240910784297039	0.224593640925641	0.175103510310729	0.252217262224501	0.263476669336865	0.276792943641258	0.184232744991862	0.337652071626726	0.198990795304728	0.197120169111075	0.260337884708928	0.180383428401827	0.202138416705764	0.18676988812445	0.241532203409201	0.182212875111715	0.173865706517391	0.171793575730814	0.198273668309613	0.241064948291346	0.206025698357853	0.221735729031712	0.199729918172803	0.112645973611243	0.148298785187772	0.233565592812509	0.173972937859288	0.147756581238161	0.197644189888935	0.194285517584854	0.174952090017534	0.15473051955384	0.279518087781672	0.219418268505257	0.18709846508332	0.161507614868789	0.160893972643145
cg01518906	0.649221977303667	0.678889922936309	0.761644643519502	0.635853526692333	0.677372259725355	0.510240787187044	0.586269706306225	0.661525237846763	0.72050002889515	0.612717720701235	0.295231167399755	0.585790853325199	0.70377520190136	0.564347222601114	0.375177683537668	0.598355090126659	0.518875758258703	0.696795847707877	0.585026434429199	0.581034062555561	0.685236384455167	0.596178341249483	0.752627735962441	0.468754609548263	0.65451840564771	0.463287619046051	0.370570770832115	0.342675387636413	0.748997908616637	0.68566174938183	0.304440000367818	0.622855865457734	0.600486629587164	0.560894596534986	0.357157713136507	0.446318001997664	0.699928777902533	0.575788958611888	0.544483242610023	0.728673566142821
cg05035248	0.974918360173285	0.976134164416447	0.982019606497677	0.982199457932969	0.983679450309292	0.976481421272253	0.979038941040387	0.980765735918024	0.981309356677547	0.973275019724471	0.974991863505659	0.981083888154837	0.979016225959722	0.982525786060804	0.984939703486726	0.987033843947029	0.98087764784544	0.982410114355519	0.981048726802985	0.982474398584405	0.985536092171726	0.975984142554631	0.981480675619104	0.987451322292936	0.983758633400845	0.964745227847253	0.982892558118337	0.982286853047696	0.979190943092407	0.992427148841159	0.505078442177784	0.977453163799418	0.980775959694065	0.982083166453881	0.981114767640907	0.978676729337478	0.985061762711935	0.981583930695775	0.98007771452945	0.986043189472842
cg05041517	0.606409963712585	0.683288628829695	0.644392550389219	0.707412985017909	0.64580632420044	0.679420989152203	0.648884052330923	0.785800206901918	0.740196678872658	0.59375128218	0.40629021018258	0.74203045667409	0.724992465764393	0.695687572697877	0.666724160340052	0.7455680651094	0.632694784872163	0.715185736724106	0.678701735334292	0.661858101668479	0.66945557733691	0.569938659390399	0.740999900075819	0.66153947113283	0.630257897658724	0.541304288024626	0.656889901098893	0.655675451375699	0.710258914950652	0.763087089473595	0.401777506479536	0.664758394169478	0.66925817650999	0.58993335483422	0.589751816351088	0.657846435144093	0.739921897510372	0.651046169926962	0.563650145550185	0.761717143683426
cg22433276	0.0235728738956725	0.034852905708258	0.0220116836136157	0.0273598007094315	0.0241355313693772	0.0210147516680324	0.0274555435782132	0.0301285484130397	0.026543729614768	0.0424427098658009	0.0260499083961328	0.0267973596215996	0.0228483764227632	0.0178683795622001	0.0430500031057621	0.0299330936828516	0.0227658981165791	0.0280791915387239	0.033122940455211	0.0232467332675419	0.0231132520385724	0.0208033693551991	0.0250719957894819	0.0245641544188968	0.0198106046632842	0.0231859902070684	0.027529263888996	0.0432211216959045	0.0259737254005187	0.0299422637896867	0.0333034883337627	0.0220486759071207	0.0208985772865579	0.0221994780697301	0.0257784340251917	0.0203878262843917	0.0269944350733751	0.0275705003175468	0.0189717598441211	0.0221601185396221
cg04972348	0.433442739403837	0.371714090719744	0.341195824235319	0.414514262516044	0.327041763381036	0.564960042831966	0.763933052924478	0.457759211453628	0.643809324646629	0.461636336608465	0.255140155771138	0.519894416115399	0.489178737368626	0.441166075001384	0.428814432606109	0.413449994599299	0.432125404646839	0.499278974273425	0.484408921989149	0.492387379740575	0.464052739783406	0.367567536004661	0.285402015011518	0.458899250121136	0.33402544751311	0.446416089141624	0.309123759678466	0.3997594350137	0.408561972961057	0.419809675536474	0.405705909519785	0.438329616481481	0.414530936536283	0.607119977264489	0.33041771793855	0.397066060707127	0.462653010729515	0.437500805989947	0.407737031084241	0.374355197774456
cg18382926	0.54927820189945	0.858300265745029	0.772771848945814	0.796536992087025	0.601803968592548	0.776239911626795	0.42961116900789	0.822495240886344	0.811324038763233	0.640324872182338	0.811009272379273	0.641418234030946	0.84014653215358	0.827243187392159	0.817617580410987	0.863147434007565	0.814536092476733	0.822299253399362	0.880568125889439	0.703338574387529	0.713919810663525	0.838951507427251	0.870459822014507	0.842527200218674	0.765124496598887	0.57738171548033	0.822255620982486	0.860266268403217	0.830229390279599	0.847813399431859	0.378755662236253	0.787515602998437	0.638764486771374	0.741134331766121	0.632999835971705	0.784450422211806	0.741750765462826	0.888968440967552	0.860295511824681	0.848573835089015
cg14220262	0.707555162188517	0.809164131501139	0.889448494994398	0.737251767102891	0.777990689055288	0.640572384567226	0.698143617412165	0.778813270306132	0.785507555306069	0.596948101591152	0.731539599528952	0.734935701451962	0.681614278335355	0.660103960059756	0.769601054943515	0.764069460791876	0.741962975803691	0.743260604583833	0.807168842296882	0.60187508278573	0.724509606331379	0.774780704755226	0.787366650098032	0.683615839324346	0.837922585773452	0.608552470342364	0.582698849613382	0.742121564979506	0.719510713935388	0.816242224355178	0.284728768361029	0.804425776733142	0.680637392156848	0.626156124712177	0.519728782010631	0.784651594015311	0.741031945866646	0.817892765674816	0.753927223005622	0.822918419021869
cg02848157	0.881145577495113	0.892420606687292	0.889870439969563	0.846141601537538	0.89794753412278	0.845424866668822	0.873789482105466	0.917144714792317	0.896174742937176	0.8391803999002	0.880084516760913	0.886318474105362	0.844432999773694	0.839625448559773	0.92268027295209	0.923195806188229	0.862332339566108	0.90599327334299	0.922724631449727	0.820902905695804	0.870136686125725	0.884853830986737	0.895453117753309	0.857128633937414	0.873629975903096	0.827886329757241	0.888589910692074	0.891372630587307	0.894153713859205	0.906693542956477	0.440810340685811	0.820758754482872	0.864662736288468	0.775585939497671	0.62775773153687	0.889385589131048	0.884034629017424	0.915360156297572	0.852380776589586	0.921504726048627
cg24884961	0.842902603067701	0.798760331413545	0.909998369355103	0.860832914560049	0.891877359488309	0.808682211791476	0.728200003744408	0.872714417709555	0.829843172111853	0.825168126617719	0.861800888932501	0.874525687498073	0.876089057988776	0.867470410883067	0.905790184891757	0.898778376067227	0.854596554451063	0.872118899623995	0.852064459424194	0.815648998815812	0.871976135962436	0.820585047410172	0.895908278361498	0.848535181722417	0.874011406191165	0.793850234863548	0.909587808946761	0.838266485994872	0.871713958968462	0.899990230172964	0.385406413625727	0.869466478486835	0.844525935173991	0.798289073138914	0.636803268468514	0.855987516268454	0.921627928535434	0.897825330557334	0.8915339477647	0.909381433860728
cg16266669	0.487014594329561	0.664999626317947	0.569214730672544	0.213271479565239	0.590575555759376	0.320473379538495	0.321796386014974	0.172855436048234	0.449910626006683	0.157315517203525	0.180971292563059	0.247630338446532	0.51612259992239	0.370484140546034	0.267622778898643	0.336486213236181	0.509143814697877	0.292502703130463	0.413387365340801	0.440649323738327	0.448319185829265	0.498797585050631	0.759917429845738	0.439203365303139	0.634913908543362	0.32163925648995	0.373051311683286	0.558176732596188	0.57936224542758	0.25960878279978	0.0697418284489373	0.444773822612595	0.484891638595252	0.203603715533015	0.432769150215609	0.501340663288136	0.458968141489119	0.476205677166586	0.425177346565237	0.173585464929363
cg15924570	0.623130652528436	0.742244902703792	0.735509838386328	0.411100324978844	0.721926842506733	0.694268881745908	0.584379759109455	0.252215149610674	0.559509211987918	0.317499381030864	0.509357646222076	0.494241923725256	0.621309211452893	0.539738718788214	0.371998145840598	0.540367049947475	0.631709511781428	0.489548426960255	0.745938836597674	0.50275805924147	0.550055234111286	0.592901262203139	0.817796755945385	0.595196885488238	0.69746442880148	0.48263359264934	0.540432412007392	0.689947067675379	0.582911015769427	0.55158245429992	0.137773430991037	0.599770410053084	0.583911421229532	0.360942064082184	0.569175147771361	0.724896895229878	0.628127798040197	0.527301808670891	0.30954850554151	0.544085951335048
cg13440692	0.399605795455024	0.563339387122978	0.800763222325324	0.35765975798702	0.704284682502044	0.64512642099866	0.706008547290203	0.673679728813713	0.623357288245131	0.379281284066135	0.475677139123504	0.511990665221015	0.455678713791823	0.521941287366501	0.747075090673693	0.65997245759173	0.62064098744246	0.628206868540969	0.631952689978594	0.538018467134676	0.613467501142548	0.713479458548286	0.393564527024861	0.561554111109207	0.707489461208684	0.550000671031212	0.738305871234583	0.77203176420131	0.634108064425105	0.72267210469951	0.359297492128018	0.456866661045189	0.580487721132615	0.450776578526291	0.729748409346574	0.627727702014449	0.693486879051712	0.73856767159627	0.729747182755664	0.680857952515372
cg13689260	0.930328538459567	0.894069780394232	0.816421836414257	0.835363967368355	0.921056495638912	0.904376715821081	0.915607779909847	0.914305021448211	0.930133389410003	0.880404279741826	0.466679632169205	0.925920441397583	0.904680912681909	0.917433001977509	0.721732152072283	0.938906139724393	0.90230505215661	0.933336685226527	0.930387566321035	0.906846989074148	0.924146588037526	0.825575864891021	0.711968719917014	0.890405898092818	0.824232412297466	0.892580714597366	0.448332131362486	0.850227948182027	0.879736659479266	0.928670508662982	0.640350717572295	0.686426241647935	0.882019121189998	0.90954016685497	0.880234807310095	0.892580802286652	0.929255286696791	0.854660713640002	0.907385243392955	0.944532464889395
cg27543922	0.974743999792615	0.975418165457582	0.976595235321328	0.976454030572814	0.978906050974901	0.975563701738378	0.97521043654568	0.983427779440067	0.968762670221593	0.978973926228505	0.551266548605856	0.973760029712395	0.953676685394273	0.975210424965811	0.980134721570142	0.982402291824319	0.970822363850345	0.982659684614417	0.977059881020701	0.973641935113325	0.982229255012365	0.980424066037548	0.97810776365804	0.973164348529377	0.97556874149164	0.974328269759017	0.976723074372029	0.972453278834563	0.974612584094031	0.978294499349825	0.537190336664537	0.9695024068572	0.974223835370772	0.97395090734182	0.812563055323155	0.969054860950894	0.980447266816189	0.96755935826183	0.972752217828282	0.983424643130663
cg19414302	0.859172280253151	0.826059580709423	0.842682133010975	0.847204839058449	0.84831687503647	0.845913484830825	0.881634750507393	0.873041780884872	0.875438106484125	0.790757811286034	0.599157043696505	0.853227957903122	0.878684949268081	0.851996625601718	0.907203192356881	0.913429426444907	0.846454003601827	0.886984527655836	0.908957133166614	0.846659848704624	0.881978704687842	0.878480161992537	0.829542609062488	0.838609858324144	0.857320131507484	0.82734781112955	0.8643832205196	0.904657436395465	0.865956680284696	0.880916385017684	0.457351785635695	0.850963309076317	0.80639356280698	0.869860250782659	0.835853509659325	0.900127420998525	0.903631221450942	0.875466682325622	0.848390830964058	0.910544046158432
cg22675767	0.721350206019792	0.750213300718958	0.780010071733817	0.7656991973913	0.681233728025684	0.743915659822508	0.75030281196137	0.701632099415122	0.708276885263299	0.629841885334768	0.454214144874369	0.68139934979062	0.718986405558477	0.738637746573534	0.78429519948943	0.776556159092255	0.72095354865342	0.694452300338138	0.803894674049827	0.672857123103382	0.715507630838853	0.771468125823367	0.719586492616259	0.613815208150274	0.757499380963959	0.665209537007202	0.747725248358387	0.770041143227368	0.740506605147082	0.755795995640825	0.324662733916995	0.709027462690348	0.652028034213719	0.701607073187599	0.635214566387898	0.729590625220807	0.534757874563074	0.70286573087078	0.73731181240229	0.594931057835804
cg06802641	0.843704953920545	0.91561807796077	0.972416860079258	0.759137396357341	0.948759150538398	0.535300826472944	0.967736451766956	0.958085045617558	0.975276872341367	0.718065592129347	0.351760881886743	0.972595261233932	0.977409552049057	0.916803156591154	0.632255012282475	0.976876376802055	0.85994633078373	0.975520821637807	0.975804608974824	0.775695391799014	0.953105195316307	0.968372190123488	0.908155625102114	0.933572365391087	0.947442798356684	0.740969966080452	0.514445613096665	0.555940670672817	0.96650965362366	0.618857269486782	0.607102203688116	0.776175302968513	0.970023051707481	0.758103379357582	0.549168013052983	0.968068545529332	0.978658833669455	0.766959207731499	0.577376180026932	0.977678519449108
cg03402404	0.502612777309466	0.776977699351151	0.828339252342683	0.524194936232949	0.816188645082007	0.436601358811765	0.833601170737237	0.691118478713105	0.801085354678736	0.563449770428879	0.308220553883904	0.765787924878345	0.860719826794533	0.780393085423147	0.557479983602395	0.780748693146583	0.665729208216276	0.814576403431107	0.856448538251967	0.615051092178278	0.815607823743484	0.799540949262347	0.749265213682161	0.742454215333265	0.719274078129397	0.571075057316464	0.374186066272206	0.411993830013026	0.562838240518629	0.481701165412455	0.410079757921916	0.517460134795015	0.776960997100528	0.546770153046528	0.45461134319592	0.669056887706125	0.729622440422438	0.535598399382109	0.49714002087944	0.813458179661603
cg10065209	0.85339207010657	0.968231338279777	0.973465601612824	0.526639391825226	0.948338174539855	0.472671282554195	0.969115937522658	0.674398965923284	0.973986266975814	0.563048284219601	0.385214861751643	0.971235980564218	0.976869609371165	0.904061934019208	0.498517356524812	0.932113331797776	0.753596269814971	0.974017292307039	0.96768810364391	0.614536876301478	0.975274690869727	0.953047488380696	0.935807788088546	0.723597984171872	0.929910500419336	0.58110479540586	0.489945968361539	0.477933829021717	0.97608088341245	0.502598944091375	0.511988520016292	0.529347393988393	0.971795996078819	0.63131963137884	0.481428321557808	0.94641273229975	0.968388905821338	0.527022466015238	0.535291629174911	0.983641079897043
cg00040588	0.431060431009269	0.559495900805329	0.675005665138045	0.402132007188503	0.663974792277413	0.699154086000972	0.728130175421362	0.509801797421911	0.577866124069662	0.417504816562625	0.261270205500089	0.502779350656774	0.598653688653685	0.48407929658982	0.320647662473452	0.547723054049371	0.45009038976372	0.527873417848853	0.706549107371092	0.335513392919078	0.613153039317597	0.366549564328189	0.568566759716884	0.394779268495214	0.287517247784107	0.334820611605466	0.210922222144433	0.733832131602631	0.613573311672174	0.581370733738125	0.417881442511199	0.365041887386529	0.571371651036549	0.499075155592324	0.37862187470574	0.58768449722546	0.535996047461914	0.327437849884367	0.314312344376961	0.516256394043866
cg05387269	0.570554299522361	0.746559045786253	0.607529115749665	0.35637369853331	0.667518902782712	0.645386495260202	0.694747846112805	0.531373531046681	0.483363336417524	0.248749582325689	0.812251095582503	0.455736318689806	0.472343421061619	0.502186837077696	0.410117891187157	0.637747584329478	0.670613976935314	0.42610576129476	0.584675926195618	0.494392555412735	0.478099790471289	0.609804466337655	0.825972238331769	0.57586498095969	0.651729219637633	0.468891122356214	0.611292889185654	0.693060233712511	0.562873162617416	0.668741835716158	0.193892257531984	0.651455561501938	0.564124349042084	0.618256774619938	0.729979289513803	0.839059901145811	0.43593660749025	0.605799521373337	0.571743799562494	0.643824456529116
cg14992101	0.165029499023262	0.163498501630265	0.178124283792114	0.165911356321222	0.10629290658921	0.235062855431273	0.439613798216371	0.419172488580214	0.384252404141021	0.155957450207774	0.212066056162769	0.188134383446428	0.138137213185804	0.171693335004238	0.130040774016139	0.230110572536681	0.191368950330754	0.204158282599384	0.251476025646829	0.314476644571826	0.181274217082376	0.149615717735385	0.116688015190965	0.141884228389337	0.148973834205092	0.167578212527439	0.323890438980259	0.353979026426898	0.140224045865496	0.469224098275814	0.0951514536657218	0.185723970646759	0.187047205967347	0.321155262049624	0.340732053484781	0.233343948782685	0.0944544921672361	0.247649404833092	0.10260538876713	0.239715986425959
cg15823872	0.829887202830895	0.826597158357546	0.885169245254264	0.696809167696748	0.900585434233239	0.850279435598779	0.86677693089326	0.848330162695775	0.85572635324846	0.717206479450464	0.639128319262916	0.849014285250545	0.865180428458858	0.83846154512486	0.808260942248063	0.753277602844618	0.772710774451948	0.821336057995479	0.890839498505658	0.770559965376274	0.819877962279205	0.859186702303323	0.821389762576539	0.670480449912394	0.879681168785588	0.841810513746327	0.825148911781474	0.693848665168534	0.58964381659431	0.829582963220248	0.810377652590102	0.817139901924187	0.826801712655508	0.827161398211475	0.85473698320286	0.793457524522727	0.847723763971799	0.835773016340611	0.537360745182906	0.677100709735033
cg12286462	0.847182634414639	0.912804222791503	0.798461305723879	0.732822449535536	0.922937681781091	0.888219390369975	0.921255817428887	0.864828829342581	0.852731747470566	0.669155962330914	0.871534791769973	0.899125297886809	0.876598333956713	0.905335454351761	0.83636819607615	0.841357642550206	0.848718325593202	0.792083241626835	0.67871166286948	0.77663596299092	0.881294676016968	0.705688066669298	0.630389643916834	0.897745826482621	0.907844857901465	0.785514654940693	0.918500117584763	0.909869623812852	0.618175710330234	0.919367441258345	0.536574909027618	0.599553178438421	0.866839765617413	0.593104194067873	0.860695660166519	0.85927455715954	0.921401097273216	0.897659078487295	0.771986013914686	0.944491728902041
cg09860601	0.769128946999997	0.789447820891507	0.802267940997182	0.735153288796464	0.71633230053733	0.779222116036667	0.805189700067794	0.798911483123356	0.714401358185915	0.749040636176762	0.79469224320627	0.686968578689825	0.713892710276654	0.765626125430604	0.815182142162128	0.766206475871913	0.704136976583338	0.698229163204853	0.798214831393335	0.693792716619696	0.713012451227424	0.72098318858188	0.821344993417782	0.702744403844298	0.781193866367206	0.724681009673751	0.80190855103877	0.757210585267641	0.690084705711015	0.743349671544847	0.508519535110481	0.809416668444959	0.735052833027128	0.709812094953424	0.77022457854387	0.755681404585273	0.73709323676288	0.799824187751649	0.776240897265523	0.81721534942476
