V1	TCGA-44-2662-11A-01D-1551-05	TCGA-44-2656-11A-01D-1551-05	TCGA-44-2659-11A-01D-1551-05	TCGA-50-5936-11A-01D-1626-05	TCGA-44-5645-11A-01D-1626-05	TCGA-05-5420-11A-01D-1626-05	TCGA-50-5939-11A-01D-1626-05	TCGA-50-5935-11A-01D-1756-05	TCGA-50-6593-11A-01D-1756-05	TCGA-38-4632-11A-01D-1756-05	TCGA-44-6145-11A-01D-1756-05	TCGA-44-6146-11A-01D-1756-05	TCGA-50-5933-11A-01D-1756-05	TCGA-50-5932-11A-01D-1756-05	TCGA-73-4676-11A-01D-1756-05	TCGA-49-4488-11A-01D-1756-05	TCGA-73-4658-11A-01D-1756-05	TCGA-44-6147-11A-01D-1756-05	TCGA-38-4631-11A-01D-1756-05	TCGA-50-5931-11A-01D-1756-05	TCGA-49-6745-11A-01D-1856-05
cg27543922	0.9670920327981	0.979055234408703	0.969514140586416	0.977499421962535	0.979576941864448	0.978210929076055	0.972043246317412	0.975527008383787	0.974945999153336	0.970818935630083	0.973824029266499	0.981724687571067	0.967691933106179	0.972966985031983	0.965075042208703	0.980932092045384	0.971655052058485	0.975077294970298	0.982272336400375	0.98320122709323	0.978569814162274
cg19414302	0.75150056507886	0.721579216144637	0.768084993148761	0.708492171045262	0.69222852642165	0.751819342748361	0.694301056210702	0.751894980144284	0.729240159987224	0.761272460975043	0.745156731468621	0.806817437561648	0.751069093521101	0.693987823310226	0.668290550811581	0.770272274263961	0.712975319888756	0.682143292805797	0.735463393842358	0.750637377204573	0.787883464029449
cg22675767	0.579568673952408	0.587676998057754	0.614337525332393	0.583370394073701	0.550247986990819	0.577455070959978	0.568819320568624	0.61602234513084	0.588041981103221	0.568100708320601	0.597515450093996	0.664405520133612	0.638212868912008	0.570060421244896	0.648315292614481	0.612431454949866	0.553507877654741	0.543905919714936	0.563419785869587	0.525678516053201	0.61872449456435
cg06802641	0.94267341721208	0.969718974906246	0.966536823122243	0.933789299132755	0.93629098700287	0.957862977846926	0.954586893199312	0.953556751286666	0.941584947259785	0.953848008049164	0.954226323923047	0.946181202601469	0.96083106352164	0.96324094960807	0.960331211580113	0.968347343576989	0.963621808521859	0.969478354814325	0.965819114433696	0.972692758247153	0.946850044430337
cg03402404	0.657747362399817	0.670237135197905	0.690607313121103	0.676125477311589	0.707078345780171	0.709915768351591	0.698171676755237	0.747154415150061	0.758612314727238	0.643646575060099	0.744683595439683	0.748436532751831	0.604480609046058	0.689006207546926	0.759712471805979	0.717714386233697	0.715242212751142	0.665509326202822	0.684383417353561	0.745434459929552	0.702847795951664
cg10065209	0.952403333848295	0.934000088586748	0.965688660812827	0.927198084850747	0.938663821290595	0.966079122380069	0.949408583459736	0.969790846781524	0.968323762624137	0.944753133785288	0.956119686949794	0.977198627380214	0.967673223064805	0.970246732221873	0.961759902548904	0.93423650127762	0.964262258455552	0.956259955271516	0.954208008356039	0.97968458494237	0.933464020019342
cg00040588	0.366128761891755	0.369283974637766	0.39455227831805	0.379087562152074	0.450065686984466	0.387878885825749	0.387564722197075	0.50085730237235	0.458255263295141	0.445779177768489	0.456688751092063	0.515716559277762	0.447253235704594	0.428559583237183	0.413484652347903	0.449364106136896	0.400159850116641	0.457427319725848	0.465127530908202	0.479825123926397	0.504633564023472
cg05387269	0.617558980820602	0.575671057897391	0.664860903369573	0.595582271557008	0.703225325819789	0.610593806936096	0.643362348829367	0.652307432535085	0.563178645228963	0.536018267175345	0.592865355749676	0.654468871820414	0.621045999165253	0.671474683637411	0.637812270138713	0.622673859130886	0.589275444662126	0.600446760011529	0.632890247337639	0.685486127501409	0.687045203595654
cg14992101	0.0674189105848392	0.114187510895689	0.0744178170312585	0.102179159119384	0.146394054881884	0.0972460331508493	0.0823823745915715	0.124162820187637	0.168282174717971	0.180167748082961	0.157541799059072	0.109629171020051	0.123460950588527	0.131451908630224	0.123428076683214	0.103636703566535	0.139941928033175	0.137404832140409	0.103903056542732	0.118067019024502	0.108097360103237
cg15823872	0.90504939786068	0.876217446688212	0.845091471100492	0.857340063426906	0.876565111574864	0.870588727193278	0.891353135942853	0.826528426620331	0.859426266729956	0.846729063303245	0.850894457387718	0.869653309358832	0.80622390242832	0.83802465551641	0.865499234437496	0.833166596742244	0.820423568352492	0.891518240575746	0.816867536450275	0.897086325055034	0.819394512373599
cg12286462	0.909889228946348	0.8864059318075	0.89695638437352	0.837946526379473	0.510257247687651	0.883325418302226	0.849137876423662	0.857186456408553	0.912064455297571	0.851845861372198	0.860426498804393	0.863940642139942	0.800648582290121	0.839324965574872	0.870617063157651	0.897433588728472	0.856850310491201	0.879550891327977	0.883945639361227	0.895319428771023	0.87190709142594
cg09860601	0.653116438180133	0.70789325058526	0.661720273771023	0.762815004620239	0.8325453521294	0.733757395030413	0.783775744047985	0.765877972805094	0.759443208754279	0.713461296134391	0.740115677754979	0.77438048236127	0.813083349742241	0.78757167448381	0.678812234599957	0.772138009140872	0.74816256848392	0.788037772472199	0.725638106978175	0.764140692040485	0.767084859006761
cg08270205	0.507324147666009	0.526219881071122	0.458268619971864	0.502408982913969	0.483460187776085	0.476259035064424	0.474831655598306	0.577523795935378	0.651539758108831	0.533634859721842	0.530802622647998	0.538595695076409	0.377478041765593	0.469889429430589	0.549294325296468	0.606266297034687	0.586276915560134	0.539886399235859	0.498557587362503	0.547267335078637	0.568966519775082
cg07280242	0.454827447670818	0.465005868048052	0.559372256970046	0.443790382986009	0.513507068889359	0.516821791264463	0.449177818456316	0.523356848079126	0.482956390992616	0.491630307239835	0.512808759347611	0.548052627456239	0.529003612289803	0.48791276582737	0.383128368005854	0.47838670041681	0.414319544631949	0.417963066849337	0.459350939565413	0.457916451469218	0.511228361882242
cg13798621	0.560338550841867	0.477967211350151	0.580696040506104	0.515132097361081	0.602155386422179	0.588556023376173	0.514316043096244	0.538049163592255	0.51319684134907	0.457256502448066	0.522127038240676	0.576967863169627	0.498181217677406	0.51898232881385	0.508276597459928	0.5305398282393	0.484961329323359	0.485015303345809	0.489624435809814	0.558291218318239	0.53001362301537
cg13487474	0.603792922417852	0.493777020005462	0.618987453228337	0.573815667403608	0.683295760014659	0.67449155368377	0.616018083603692	0.646878985981072	0.584229672557128	0.514247607399498	0.560411363870263	0.679080797850521	0.620338223027849	0.606676056622655	0.583345591417923	0.636449139694856	0.561839594905759	0.54910703890315	0.621496427735399	0.633742635150342	0.656395037265893
cg23016632	0.461858354348754	0.393509119752975	0.499279426040751	0.439495552119723	0.499837135554069	0.547314215909957	0.449789463467638	0.508832272499727	0.524968002423315	0.454343628877238	0.493132867350389	0.546254721014315	0.387891224334554	0.476581446548234	0.446453042665737	0.503215357177558	0.458555129545729	0.458739610143353	0.470383302196643	0.479029188796421	0.490353290686326
cg14651254	0.909235296843516	0.913489738883398	0.877173151525118	0.884074780871187	0.938390708599539	0.926235799754709	0.89012460096081	0.922796956860613	0.931213460948642	0.926710220265868	0.912713344291259	0.94702599652578	0.915687636042845	0.884738100623331	0.88370123890151	0.916278577179386	0.90143245895083	0.91820066302163	0.933951389217698	0.934503744244126	0.92369744467851
cg13850380	0.121179877395509	0.136707867093245	0.140486002700643	0.127545113286669	0.206005640051184	0.167250905914969	0.114682643558925	0.200440520038388	0.2710749578966	0.263548650212607	0.158525311118386	0.161147171271405	0.177547115804025	0.116153237099018	0.203651863002212	0.158842275774187	0.278137827734993	0.108191901457457	0.174030836862999	0.189521342945815	0.226794922241984
cg16306898	0.00588404306963675	0.00886678873641774	0.00938355036147137	0.00808199819822837	0.00820637003582722	0.00722480913090143	0.00878841233030899	0.00950227181940476	0.010772349633245	0.011783179413595	0.010588158664496	0.00893429981791428	0.0108266861734595	0.00961109717627165	0.00927200654749068	0.0111543202800803	0.0186141436141299	0.0181523845527329	0.00964767314100469	0.00731032642250109	0.00983211098620459
cg07229301	0.767371241551488	0.777443591265588	0.798758669690299	0.822236853434208	0.839657663203156	0.818481669819006	0.814663504383878	0.825362148039759	0.811214263231394	0.77800594695278	0.82321170672298	0.894987796848108	0.807034953555267	0.772465317649247	0.838787638662447	0.818263447532781	0.805843423082271	0.79563901402169	0.782817123618504	0.805120413537598	0.823165249324229
cg18312113	0.924236783160975	0.943707040832282	0.93019746611029	0.950561647790669	0.944627873973063	0.958489943959655	0.953581986420395	0.952915696508461	0.95215289577204	0.943659143303407	0.94343524153448	0.952312676449041	0.914193389979395	0.938291844164133	0.944262832252262	0.943011829908983	0.940841758252568	0.953295285330255	0.947236970806311	0.949885518989747	0.958149312736755
cg14442715	0.867116039190318	0.837697378905671	0.839065346608368	0.878663262335901	0.87646203079476	0.866405036059101	0.820221810891848	0.876860736254351	0.813239782803395	0.829847065065859	0.835931197818722	0.894105406051852	0.813874186312172	0.832794713260496	0.832174863128057	0.805239150659976	0.82645739085172	0.838868812907017	0.794347183357045	0.851004519171349	0.855408337443212
cg19910128	0.76861825668894	0.758243563885241	0.78942087148939	0.770173520665877	0.813257790973146	0.768023075906334	0.767650699995683	0.816246488703732	0.692051713251897	0.729780645298556	0.756055309370498	0.787534297343158	0.761799424501154	0.781136020399473	0.754560743313498	0.840932810387827	0.786397465638855	0.780756414860778	0.798403537715933	0.779794109571291	0.79570752012329
cg06089960	0.932932748768802	0.867371613127409	0.855276430326159	0.876533350788181	0.904536376760816	0.837458247656806	0.863343923479665	0.873130087085812	0.866513949425713	0.833474046274312	0.87482364344654	0.92561774010796	0.861481319547373	0.890190630056213	0.797765847271407	0.87979560086273	0.834949014402909	0.884612980946432	0.885169572253657	0.885619879229449	0.8839902437745
cg09828226	0.931380629079427	0.933491516193227	0.918652818986596	0.927723230358933	0.925012202241197	0.923486992704223	0.926602393202533	0.917796040869729	0.896790371005568	0.917102865449336	0.907248195944416	0.887524238718838	0.918291751190224	0.91421566299717	0.929291911747325	0.921733080973102	0.932532198167681	0.916728886628819	0.889157553355987	0.878790367468043	0.934466301234769
cg20490900	0.887936540663414	0.845890023219375	0.835310410254264	0.887170177335924	0.884113429293373	0.843456751673773	0.860858568635996	0.851499319937029	0.845931477813391	0.846797617620933	0.857599781940803	0.834243242685767	0.862522929219571	0.867616367585045	0.864263051560178	0.858527103365529	0.872030128817087	0.813620280275561	0.763873037994941	0.78806288869219	0.864401254524844
cg05702207	0.892967694771122	0.869962084627561	0.885903599572095	0.893704153364474	0.908021334416055	0.897007855171428	0.879759699787818	0.895741817601293	0.821610041908692	0.894586292108773	0.91691893396766	0.925528583683888	0.773949007098058	0.864236534273777	0.90743062256729	0.905395225288515	0.90653106788356	0.887202109533688	0.910973247398779	0.90369049239691	0.894965576903648
cg03136668	0.814458533749172	0.738838561962214	0.786538634064341	0.74827069881352	0.799745913952885	0.763879488083973	0.787632525219455	0.769638370362869	0.832942315194442	0.821025496571617	0.813174401621719	0.876856582896261	0.704961908583048	0.769045789026888	0.778904706212268	0.830419048790504	0.77127204636766	0.815047020401081	0.833468393639103	0.870585240366424	0.826854844057456
cg09126090	0.481003804134842	0.46056899287811	0.41322842514257	0.355445445819756	0.426761736497424	0.446474482295933	0.45561528082068	0.514068490864423	0.494203906140659	0.518285069887433	0.500754140862032	0.529438736327003	0.476137855595302	0.471730055739164	0.478567230697169	0.570196694960576	0.571264755842384	0.494066404995296	0.506662586615183	0.481178570262753	0.434955355630542
cg09172260	0.454026299281932	0.489885398340626	0.435122745278925	0.444889718326694	0.446813956268212	0.474140013083383	0.443446206402424	0.484284639502554	0.654713989084752	0.505672520556664	0.527993011706152	0.498499175380298	0.486435239304834	0.465317121952698	0.481044334241989	0.526321467271219	0.532017783060882	0.460369501412528	0.472437026623293	0.465696789259678	0.462078292355383
cg09159050	0.97806156787067	0.967178649105094	0.971747118836815	0.956106230514622	0.977003473133276	0.97753210461657	0.974923918335099	0.962183602629041	0.963803739533057	0.961717157165312	0.962865746197913	0.967178471815478	0.911283613047891	0.915388066885067	0.974777647017616	0.955426677990377	0.943082854989034	0.973698093392739	0.973623624683093	0.9675087847999	0.967074579325516
cg24535439	0.294005047856552	0.38250800060561	0.413740830780258	0.321325445897503	0.335322617153216	0.445500352469176	0.282449897841107	0.345012369053596	0.47703290515199	0.300166522952257	0.432635060813526	0.332903304777279	0.345035697234154	0.374185140122922	0.31558184030391	0.278368710860153	0.30949611310692	0.309225012804184	0.319685329638399	0.435780518862798	0.396001964496581
cg00262621	0.353297892677059	0.42588056494657	0.431397662890221	0.378185432251084	0.360173108510964	0.466240482179175	0.359298524923351	0.367931266209984	0.443084301674157	0.387734001835088	0.442943402755094	0.447412479890929	0.442428178189097	0.406626503936043	0.376344422426532	0.343136859081239	0.380195484402162	0.332272642275063	0.36077655261173	0.437368823121081	0.454729636452543
cg16652392	0.310999241914621	0.352667323532671	0.291443773977347	0.345124348344499	0.280598680208678	0.264104660031083	0.297282117881308	0.365968379787846	0.423235946517543	0.438257632656819	0.418745789593886	0.369495623533973	0.32026783536704	0.342306770341248	0.346759663061692	0.366698996833974	0.445339419884676	0.378324888042634	0.306122181110277	0.34017615455806	0.307500202479894
cg01755342	0.673360774173147	0.614830326800178	0.632788098609924	0.694507510172314	0.709655780966838	0.618796251107542	0.696417312582787	0.669793612270324	0.658119143563348	0.659146703719263	0.660061776033664	0.691940950305237	0.695780274237697	0.638951663914885	0.677583924999755	0.61168308598355	0.627732639481535	0.697552876774437	0.60657902981124	0.675193537710706	0.659438487484619
cg18231054	0.933180496922856	0.879127215138404	0.884695097136729	0.93542205384548	0.951929846976944	0.908223725458948	0.949961953208727	0.946775538410928	0.947064467786622	0.936373624151313	0.932552134622287	0.938885096359145	0.905615770035013	0.901128425521663	0.929825014787926	0.93083596684355	0.907799759144037	0.955415347212736	0.946601273350979	0.944471125049443	0.947599283104351
cg06092084	0.639979156842376	0.615749375295499	0.65252802338473	0.668442581299881	0.739521328106028	0.621952005419679	0.695333881797777	0.727888877166639	0.704962758402255	0.66007936464911	0.66858834866367	0.81549109686729	0.669145124745156	0.63385833286964	0.681881976861283	0.693902099847766	0.687081812838378	0.732499151628417	0.57860667401052	0.718530997606809	0.669434214371934
cg15151929	0.900327948736563	0.949122270584748	0.910706824371646	0.946703566716523	0.962886396792259	0.943802970685755	0.944084077482306	0.946401990870937	0.959567422388061	0.954474463022139	0.95223011288887	0.971768048454855	0.943295166306524	0.913956317205563	0.946326809323077	0.94294562698657	0.963933172126607	0.955792728571871	0.975645400046333	0.9724743204376	0.9697401862462
cg17016101	0.857870092150073	0.858339922739411	0.859239127433917	0.808072187368264	0.923544480348429	0.909968479070277	0.87051565519477	0.817953638670771	0.834148973424192	0.772267441495787	0.798110014408498	0.884519854574294	0.852678428356809	0.862123613964251	0.840205096914654	0.855939107665808	0.754041910423534	0.856485661560655	0.859019828965533	0.895775225147011	0.86335574628305
cg22865720	0.0177724201812808	0.0146478208214286	0.0166300934623347	0.0219169059250504	0.0159607133197683	0.0159674985212049	0.0221981260359066	0.0203021016922865	0.0207264429903287	0.0232618086796312	0.0206889001350278	0.0174524330672225	0.0254936580867871	0.0384331427474192	0.0234030555813771	0.0180765295516937	0.0261258643514217	0.0193972128961884	0.0186268311691387	0.0192878492448822	0.0183773124124308
cg27587033	0.89431013872917	0.815112835123196	0.879570517488225	0.84882766171238	0.879842527663143	0.804938156454534	0.835262654118996	0.831213920631001	0.829340732046608	0.876204055177011	0.846496835755481	0.854556136804027	0.756709943276405	0.761727061964863	0.840559612096549	0.872834536714235	0.835347488921267	0.860628021884682	0.876553743632247	0.871348076002609	0.863119366138697
cg16059943	0.779496308536837	0.71161255929034	0.725668976399744	0.786510545385271	0.783971536819061	0.754853980252264	0.786466961408459	0.751618804725504	0.817592944158723	0.754065222978207	0.785567951335043	0.805951032163131	0.66982083329594	0.705809078614749	0.775266530765743	0.773376350127824	0.792098094986232	0.720705156605104	0.744300244548569	0.706804444352829	0.75020090099878
cg12764620	0.87934378141835	0.915810102866513	0.908897245802404	0.906048037515162	0.877733401265352	0.90201031162116	0.889271770866812	0.896080396257781	0.90385224351222	0.895192460787082	0.880602029777821	0.912392707309231	0.891693710892057	0.897609726592987	0.865818432688615	0.913829797056917	0.905025757460023	0.896619956298086	0.862279988078534	0.881135846484007	0.909866255115338
cg22712840	0.854092271414438	0.896604512204938	0.832691606869605	0.912945881267757	0.886929264834734	0.908423845094095	0.862793458579918	0.87104254727196	0.936374655083435	0.947418224045434	0.908963264635062	0.906990170161284	0.885089098570171	0.881821555766434	0.911238747436787	0.963221708460782	0.94535174855637	0.857125034124783	0.937578094838415	0.878636899608639	0.909862005040201
cg02293396	0.89849778519834	0.889933820529103	0.926289330850874	0.898585809081767	0.936165121251148	0.907575910626649	0.882853598504974	0.880744609307868	0.877616685201329	0.870113056363806	0.919969185289459	0.912870897158532	0.938491602044744	0.894142506184169	0.897414703774954	0.903896450268088	0.88861699811664	0.918109356382388	0.903775146808901	0.910330054721848	0.875341841449477
cg00981070	0.894227550164555	0.871633219940139	0.944753881120898	0.879494189251815	0.831099255911941	0.896290556714352	0.904631973763133	0.864814397010706	0.903910040536754	0.90272081557318	0.867277697223877	0.836090283916049	0.908134817104555	0.819824359301098	0.878516586659315	0.888984678075026	0.909054620270759	0.887589759094485	0.860552597334666	0.841077393274149	0.874183488286529
cg17426766	0.657557099381815	0.605883286919844	0.711005464934749	0.625541310063868	0.655970405478988	0.674074232804414	0.659040840958403	0.656296026821545	0.681649183275075	0.629711698501657	0.660882634606411	0.702227071475911	0.672184739963391	0.652434741043778	0.64132906486351	0.668025274100505	0.639539232397969	0.610073082991784	0.624124888432102	0.650421010595437	0.649629467626213
cg08106279	0.586234491928597	0.55024069654721	0.487750881990578	0.522046899248101	0.550244047749563	0.454906825064477	0.557758145425399	0.617353116689319	0.562454872187605	0.56360668948404	0.583321895400719	0.495017559824719	0.471934305428	0.534568010886695	0.531875767906935	0.595112204358835	0.65215593485899	0.588524877184	0.558514048203908	0.652634318844177	0.445081618118897
cg22366001	0.681256504705228	0.593536490759663	0.526434169218368	0.550747522264629	0.601393095511032	0.553038576866401	0.552159986253376	0.660571608307252	0.574366857909038	0.566459796829814	0.569527056409266	0.552133351908745	0.397519096000342	0.492115512816661	0.56023910917533	0.641442787695586	0.683102686666476	0.54117806383033	0.585724584647358	0.62499116740587	0.53726510805771
